Tiempo en Meses desde el Ultimo Mantenimiento,Horas de Uso Totales,Ciclos de Encendido/Apagado,Condiciones Ambientales - Optimo,Condiciones Ambientales - Aceptable,Condiciones Ambientales - Critico,Tipo de Aplicaciones - Bajo Uso,Tipo de Aplicaciones - Mediano Uso,Tipo de Aplicaciones - Alto Uso,Refrigeracion Adicional,Carga de Trabajo Promedio (%),Proximo Mantenimiento en Meses
10.0,5794.0,467.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,93.0,1.0
5.0,5329.0,613.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,1.0
2.0,3199.0,718.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,93.0,1.0
10.0,2488.0,673.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66.0,1.0
7.0,2919.0,705.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,3.0
5.0,3468.0,437.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.0,2.0
9.0,5202.0,484.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,76.0,1.0
2.0,5536.0,490.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0
12.0,3295.0,719.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,66.0,1.0
6.0,3736.0,795.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.0,2.0
4.0,2886.0,761.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,76.0,1.0
4.0,4715.0,630.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,42.0,1.0
2.0,5936.0,380.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,84.0,1.0
11.665502134115645,5928.696082605426,891.2358013334399,0.0,0.94624925742996,0.0,0.9215274682738123,0.0,0.0,1.0377342291485303,49.12258260702216,0.9675419297646116
7.0,4565.0,646.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,1.0
8.0,4551.0,567.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,37.0,2.0
9.0,5661.0,691.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,1.0
2.0,4614.0,559.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,49.0,3.0
8.0,2421.0,836.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,91.0,1.0
1.0623295846888323,2571.636243449571,681.8903234517127,0.0,0.0,0.9373789046549577,1.0056877913629825,0.0,0.0,0.9963697744548999,51.57283471296954,0.960655198357398
12.0,4838.0,580.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,78.0,1.0
3.0,2021.0,773.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,5.0
6.4680919603023606,3814.9010625412193,643.1940998773119,0.0,0.9940499212504741,0.0,0.905252427857709,0.0,0.0,1.068852094770862,86.5919634121898,0.98719315796489
8.0,4139.0,744.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,2.0
6.0,5136.0,603.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,4.0
1.0,4111.0,648.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,81.0,1.0
1.0,5419.0,565.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,5.0
2.0,4402.0,804.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,93.0,1.0
8.0,3281.0,607.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0
9.0,4845.0,607.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,25.0,1.0
11.0,3975.0,741.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,62.0,1.0
9.0,4410.0,768.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,56.0,1.0
5.0,2709.0,723.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,93.0,1.0
0.960492480994729,2160.6622693828494,534.507278111977,0.9366355868854823,0.0,0.0,0.0,0.0,0.9877812137014479,1.0726296181264232,26.00063928516845,5.598772486080209
3.0951913355200094,3200.8035260300458,527.2517461901555,1.0910385672802378,0.0,0.0,0.0,1.0908538743315908,0.0,0.0,80.32470445267604,5.456197701485101
8.0,4919.0,610.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,77.0,3.0
8.987790010035464,4466.640663294315,697.6900236203887,1.0730901862876183,0.0,0.0,0.0,0.0,0.9813451417216097,1.0656123546881286,78.30547856746776,2.1724655776718778
1.0,4447.0,772.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,1.0
8.095194570828598,3151.375129903134,745.2819805141949,0.0,0.0,1.0836536722571974,0.0,0.0,0.9757177519697561,1.0585811374355822,55.90114451508946,0.9472665724281883
3.0,4109.0,646.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,61.0,1.0
9.0,4867.0,633.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,1.0
12.0,3519.0,889.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,66.0,2.0
3.0,3224.0,605.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64.0,2.0
6.9986684174479254,5115.301531356747,485.9913355550793,1.0996479827940795,0.0,0.0,0.0,0.9969631578531882,0.0,0.0,92.99159351959841,2.9702891887787977
10.0,4013.0,881.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,44.0,1.0
9.0,4606.0,835.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91.0,1.0
11.982402935660456,3052.000039717786,911.464203153585,0.0,1.0411538920416277,0.0,0.0,0.9420524929773699,0.0,1.087611015565096,38.228748880728965,2.0601610738758476
1.8863297418250498,5963.190431552245,550.4845505412036,0.0,0.9013677397398512,0.0,0.0,0.0,0.977953856191252,0.0,72.36984911069142,0.9742352996848369
7.0,2623.0,833.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,4.0
8.0,3591.0,585.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,20.0,1.0
10.0,5246.0,656.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,1.0
1.0,2510.0,718.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,5.0
5.844797079443688,4991.27046783857,381.073447144754,0.9999503908486385,0.0,0.0,0.0,0.9195995038984601,0.0,1.0047812310062354,22.71513018444494,6.384820414048445
3.0,4460.0,719.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,4.0
5.0,5521.0,659.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,61.0,2.0
6.163805338108658,5014.4584839152585,722.3738711212967,0.0,0.0,1.058880612022124,1.062686726326438,0.0,0.0,1.027136752785729,54.971940501230925,0.9182367914550147
9.0,2427.0,656.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,5.0
1.0,2811.0,566.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,6.0
8.416242491005303,4066.485495862393,464.1764615767446,1.0286838742924376,0.0,0.0,0.0,0.9310961321781988,0.0,0.0,79.01234438257234,3.1479863470223797
4.0,5600.0,370.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,6.0
6.0,2706.0,859.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,93.0,2.0
10.0,2237.0,727.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36.0,1.0
10.203811647105972,4056.9734630695175,820.3048128922113,0.9674271792331112,0.0,0.0,1.0732493683920137,0.0,0.0,0.0,37.10397630847353,3.2662921979173407
10.0,5396.0,694.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,2.0
3.0,4590.0,445.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,91.0,5.0
4.0,2877.0,680.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,89.0,1.0
1.0006759808254486,4195.811597082201,780.7845238753297,0.0,0.0,0.9675631577414914,0.0,1.0244226693452316,0.0,0.0,70.56790671841111,1.0152386294342874
2.0,5717.0,842.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,58.0,1.0
1.0,4735.0,362.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,83.0,1.0
5.0,5002.0,476.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63.0,1.0
9.0,2369.0,645.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,82.0,1.0
8.58238778050264,2502.0293371478465,378.4494243006622,1.0792986020964865,0.0,0.0,0.9054220525177812,0.0,0.0,0.0,21.527248314701403,4.884209796303331
11.0,2658.0,809.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,44.0,1.0
10.0,4929.0,803.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,82.0,1.0
7.501754828177367,3097.924397970007,813.536831702704,1.0144068735163598,0.0,0.0,0.0,0.0,0.9967293982521473,0.0,35.44149729231809,2.8188703927113434
3.0,5787.0,644.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,37.0,2.0
9.0,4386.0,465.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,1.0
11.0,2951.0,572.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,48.0,3.0
12.0,3298.0,727.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,5.0
10.0,4863.0,864.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,71.0,1.0
8.619247308950545,5350.452089559391,357.22636197913164,0.9728412995124804,0.0,0.0,0.0,0.0,1.0417364916924128,0.0,38.035844166501384,3.2438015589385527
3.0,2636.0,688.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,1.0
1.0,4871.0,365.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,4.0
12.0,2904.0,846.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0
12.0,2547.0,598.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,5.0
7.0,3001.0,882.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,1.0
1.0,4850.0,516.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,3.0
2.0,5778.0,594.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,66.0,3.0
7.0,2644.0,738.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,2.0
2.0,5859.0,502.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,66.0,3.0
4.0,5061.0,871.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,4.0
6.0,5182.0,411.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,5.0
5.0,4130.0,372.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,44.0,1.0
12.0,4052.0,883.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,55.0,1.0
8.0,4675.0,806.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,1.0
2.0,4351.0,756.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,4.0
9.0,3082.0,395.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0
7.0,5534.0,481.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,26.0,1.0
2.0,2696.0,794.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,42.0,1.0
2.0,2369.0,678.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,4.0
10.663956195982589,2362.091134125094,756.2061590263476,0.0,0.0,0.9046247247319531,0.910909561068835,0.0,0.0,0.0,62.17662179745971,0.9909848276528365
1.0,4052.0,873.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,88.0,3.0
9.0,2603.0,796.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,45.0,2.0
12.0,2361.0,431.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,2.0
12.0,4705.0,420.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,93.0,1.0
7.0,3446.0,635.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,33.0,1.0
1.0,5464.0,786.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,89.0,1.0
11.0,5224.0,845.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,57.0,3.0
12.0,5056.0,516.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,58.0,1.0
6.0,4888.0,588.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,5.0
8.0,2884.0,720.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,4.0
6.0,3697.0,879.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,5.0
4.0,2646.0,801.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,65.0,3.0
9.0,5112.0,787.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,1.0
12.0,2415.0,543.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,4.0
10.806826003551365,2009.1926799219154,785.9808837909738,0.0,0.0,1.0982541484640964,0.0,0.0,1.0152741468749784,0.0,77.90093241566782,0.9310342643711599
1.0,5281.0,387.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,3.0
10.0,3658.0,591.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,78.0,1.0
2.0,4307.0,642.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,90.0,1.0
9.0,5634.0,591.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,73.0,1.0
8.565912352679138,3780.0303386327614,580.0847613914345,0.0,1.0269663286189927,0.0,0.0,0.0,0.945874658019946,0.0,84.08452591847609,0.9485738985347265
4.0,2727.0,745.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,44.0,1.0
1.0,3798.0,462.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,93.0,3.0
6.0,4150.0,852.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,86.0,3.0
12.0,3634.0,468.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,5.0
7.0,4100.0,649.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,3.0
2.0,2685.0,605.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,59.0,6.0
10.0,4196.0,629.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0
12.0,4669.0,459.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,4.0
2.0,5592.0,427.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,3.0
2.0,3409.0,844.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,2.0
8.0,5491.0,825.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,1.0
2.0,3475.0,494.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,95.0,1.0
7.355585717148694,4523.9930840228335,787.6937066187028,0.9341606699713689,0.0,0.0,0.0,1.054347437282424,0.0,0.9774673872727112,81.70502427673955,3.0128383119465374
10.0,2172.0,625.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,81.0,1.0
10.0,4052.0,438.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,77.0,1.0
10.0,4794.0,447.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,1.0
1.0,5616.0,755.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,5.0
1.0,4249.0,546.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70.0,1.0
12.0,2699.0,710.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,34.0,2.0
3.0,5518.0,454.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,1.0
3.967644931024505,4987.268335980975,465.6055639535322,0.0,0.0,1.0017339080481287,0.0,0.0,1.0484942628512754,1.00250956980685,31.069616893170615,0.9983081849607536
11.0,2227.0,499.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,2.0
12.0,4255.0,710.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,91.0,1.0
11.433401080621339,5367.345133073069,653.7911309443512,0.0,0.0,1.069600431906888,0.0,0.0,1.073675546091085,0.0,82.25161978664921,1.0100787247871086
10.0,4786.0,692.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,76.0,1.0
4.0,4304.0,527.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,50.0,1.0
3.0,2899.0,361.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.0,1.0
12.0,3666.0,654.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,83.0,1.0
1.0,3024.0,810.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0,1.0
4.0,5407.0,816.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,3.0
1.0,5685.0,494.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,67.0,2.0
6.521257885636481,5011.689188647558,626.9435372015532,0.0,0.9243316703789511,0.0,0.0,0.0,0.9621627380060177,0.0,81.39093561071736,1.058094646252548
11.0,5115.0,657.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,3.0
5.0,3624.0,376.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,7.0
6.0,2695.0,360.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,2.0
2.0,4955.0,837.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,46.0,1.0
9.0,2846.0,582.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,67.0,2.0
10.0,2313.0,538.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,58.0,1.0
10.0,4987.0,464.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0
6.0,4396.0,556.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,41.0,6.0
1.0,2405.0,862.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,5.0
7.0,5073.0,652.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,41.0,1.0
10.0,3400.0,634.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,89.0,1.0
4.115373010349236,4066.366488362625,838.4106993387385,0.0,0.9532020022968577,0.0,0.0,1.0954714458174857,0.0,0.0,26.18069003061556,0.9571794038428464
2.0,4985.0,839.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,1.0
9.0,5920.0,738.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,91.0,2.0
1.0,5747.0,654.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.0,1.0
2.0,5951.0,854.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,3.0
12.991873087038291,5733.103553163849,547.9269279686856,0.0,0.9436137050249638,0.0,0.0,1.026999790594827,0.0,1.0588420744728775,20.78490747859332,2.018216451131985
7.0,3368.0,680.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,1.0
7.0,2431.0,367.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,43.0,1.0
11.0,3683.0,866.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,3.0
7.0,3804.0,806.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,59.0,1.0
1.0,3645.0,435.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,73.0,5.0
11.0,4286.0,882.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,57.0,3.0
10.0,5328.0,468.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,1.0
9.0,3052.0,763.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,2.0
9.821977656201554,2464.313923460965,746.5066103284686,0.0,1.0742672673237894,0.0,0.0,1.0789174649017672,0.0,0.9074202566603883,61.556102358036846,1.8471116331585586
1.0831463672158608,6159.263836609815,439.78698377289805,0.0,0.9317126541831554,0.0,1.0996023713641454,0.0,0.0,0.0,51.26466519222999,1.8549446192508152
7.0,4732.0,485.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,4.0
12.377317178881603,3674.7207260711302,644.133732527255,0.0,1.0631398914391763,0.0,0.0,0.0,1.0688391254981184,0.9486195438001418,40.866305575493584,1.9013202044841364
6.0,2540.0,697.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,5.0
4.0,4354.0,646.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,1.0
6.0,3545.0,682.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,1.0
8.0,5028.0,767.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,2.0
3.0,4689.0,580.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,39.0,1.0
2.708605555997149,4653.781563375644,489.4215487168981,0.9236468431039295,0.0,0.0,0.0,0.9185524472575243,0.0,1.0109727727629405,57.21031918782344,6.273790129525382
2.0,2375.0,498.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,71.0,6.0
3.0,4523.0,692.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,57.0,1.0
4.0,4976.0,490.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,95.0,2.0
12.0,3098.0,657.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0
9.0,3500.0,842.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,4.0
10.0,4932.0,405.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0
11.0,4208.0,577.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,43.0,2.0
11.0,2115.0,409.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,86.0,1.0
6.0,3307.0,867.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,5.0
7.0,5920.0,709.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,63.0,1.0
5.005268654206113,3254.9427746191245,370.86989743661644,0.0,1.0991916799065014,0.0,0.0,0.9017499685341903,0.0,0.9534994004388744,35.547919591216484,3.693900382964581
11.315386877225636,2232.609143559561,385.58132410430744,0.0,0.0,0.9195881282419156,1.045434775376123,0.0,0.0,0.963221740301663,56.14875905011971,0.9823785076642909
4.0,4300.0,681.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,4.0
2.0,5718.0,722.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,1.0
12.0,5088.0,550.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,47.0,5.0
2.0,2320.0,571.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,7.0
3.0,5373.0,517.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,6.0
7.141278928175545,2695.511848425598,749.7515223927043,0.0,0.0,1.0399677416763369,0.0,0.0,1.0328503012173351,0.9780323897945445,24.45903171775107,0.9520044737047418
2.0,4244.0,475.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,4.0
6.0,3296.0,840.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,4.0
2.0,5887.0,539.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,3.0
9.0,4121.0,807.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,31.0,1.0
4.0,5842.0,692.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,4.0
1.9962591567971257,2297.118631919536,583.6853231372669,1.094159304802475,0.0,0.0,1.0965301953990214,0.0,0.0,0.9987003555629049,75.09905143157582,5.090800134524675
3.0,3620.0,634.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,5.0
1.0,4538.0,403.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,93.0,2.0
8.0,5541.0,388.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,57.0,2.0
7.938776794112141,5203.355206421881,693.6371121881405,0.9846434052128333,0.0,0.0,1.0103625414410968,0.0,0.0,0.9403452416021417,26.143204046240864,3.8983905013913027
6.0,4813.0,370.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,61.0,2.0
4.0,4762.0,574.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,95.0,1.0
12.0,3002.0,457.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,6.0
5.0,3917.0,704.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,5.0
2.0,4959.0,844.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,85.0,1.0
6.0,2728.0,764.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,92.0,4.0
3.0,5000.0,557.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,72.0,1.0
8.0,2270.0,805.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.0,1.0
3.0,3078.0,615.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,33.0,1.0
9.0,3740.0,360.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,2.0
11.0,3069.0,577.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,1.0
5.0,4406.0,773.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,3.0
2.0582706994758664,4785.649194498241,816.1761094960145,0.0,0.9051437038194079,0.0,0.0,0.0,1.0994371625639459,1.0992663887653704,33.948615636560646,0.9123278362781462
12.0,3492.0,871.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,5.0
5.0,4878.0,718.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,4.0
1.0,5829.0,429.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,53.0,1.0
1.0,3066.0,829.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,71.0,1.0
12.0,2720.0,709.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0
9.0,3402.0,842.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,5.0
4.0,2321.0,727.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,25.0,3.0
5.0,4095.0,782.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,83.0,1.0
7.0,5643.0,732.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,69.0,1.0
12.0,5486.0,841.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,3.0
1.0,5210.0,462.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,80.0,1.0
8.38934575892978,2305.0934761693647,480.7174395957485,0.0,0.0,0.9016764775171517,0.9475508418290908,0.0,0.0,1.081241152892857,93.60237585080672,0.9907950459189745
1.0,5401.0,464.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0
9.0,3857.0,760.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,2.0
8.0,5704.0,436.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,55.0,1.0
9.0,5477.0,617.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,65.0,1.0
6.0,4259.0,777.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,1.0
6.0,5234.0,724.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,36.0,1.0
8.0,3025.0,736.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,4.0
7.518179921048494,2357.9633322941504,529.3127586648866,0.0,1.0985472808646797,0.0,0.0,0.0,1.0512205338438843,0.9737196908674471,85.35091757458834,1.0890634967460495
7.0,4493.0,683.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,69.0,1.0
10.0,5397.0,500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,4.0
12.0,5415.0,576.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,54.0,1.0
5.0,4689.0,572.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,49.0,1.0
5.0,3230.0,611.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,88.0,1.0
12.0,4501.0,858.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,88.0,1.0
